13541,INNOCENT IN DEATH,Nora Roberts,YES,17,Romance,4.57,64,src\ImagesOthers\bookpic6.jpg
13542,BLOOD BROTHERS,Nora Roberts,YES,17,Romance,4.28,64,src\ImagesOthers\bookpic6.jpg
13543,CREATION IN DEATH,Nora Roberts,YES,15,Romance,3.7,25,src\ImagesOthers\bookpic6.jpg
13544,ETERNITY IN DEATH,Nora Roberts,YES,21,Romance,3.82,11,src\ImagesOthers\bookpic6.jpg
13545,HIGH NOON,Nora Roberts,YES,2,Romance,3.95,28,src\ImagesOthers\bookpic6.jpg
13546,IRISH DREAMS,Nora Roberts,YES,12,Romance,3.75,32,src\ImagesOthers\bookpic6.jpg
13547,IRISH HEARTS,Nora Roberts,YES,8,Romance,4.27,41,src\ImagesOthers\bookpic6.jpg
13548,STARS,Nora Roberts,YES,4,Romance,4.2,64,src\ImagesOthers\bookpic6.jpg
13549,THE MACGREGORS: ROBERT ~ CYBIL,Nora Roberts,YES,4,Romance,4.08,17,src\ImagesOthers\bookpic6.jpg
13550,FIRST IMPRESSIONS,Nora Roberts,YES,14,Romance,3.78,20,src\ImagesOthers\bookpic6.jpg
13551,THE HOLLOW,Nora Roberts,YES,19,Romance,3.46,93,src\ImagesOthers\bookpic6.jpg
13552,THE PAGAN STONE,Nora Roberts,YES,14,Romance,3.67,17,src\ImagesOthers\bookpic6.jpg
13553,RITUAL IN DEATH,Nora Roberts,YES,7,Romance,3.48,13,src\ImagesOthers\bookpic6.jpg
13554,SALVATION IN DEATH,Nora Roberts,YES,25,Romance,3.3,5,src\ImagesOthers\bookpic6.jpg
13555,STRANGERS IN DEATH,Nora Roberts,YES,24,Romance,4.39,46,src\ImagesOthers\bookpic6.jpg
13556,THREE IN DEATH,Nora Roberts,YES,1,Romance,3.67,81,src\ImagesOthers\bookpic6.jpg
13557,TREASURES TRIBUTE PUTNAM ADULT,Nora Roberts,YES,27,Romance,4.5,40,src\ImagesOthers\bookpic6.jpg
13558,BED OF ROSES,Nora Roberts,YES,0,Romance,4.62,40,src\ImagesOthers\bookpic6.jpg
13559,BLACK HILLS,Nora Roberts,YES,8,Romance,4.4,86,src\ImagesOthers\bookpic6.jpg
13560,KINDRED IN DEATH,Nora Roberts,YES,23,Romance,4.73,98,src\ImagesOthers\bookpic6.jpg
13561,THE LAW OF LOVE,Nora Roberts,YES,11,Romance,4.32,70,src\ImagesOthers\bookpic6.jpg
13562,MISSING IN DEATH,Nora Roberts,YES,20,Romance,3.43,15,src\ImagesOthers\bookpic6.jpg
13563,PROMISES IN DEATH,Nora Roberts,YES,27,Romance,4.71,73,src\ImagesOthers\bookpic6.jpg
13564,VISION IN WHITE,Nora Roberts,YES,9,Romance,4.86,60,src\ImagesOthers\bookpic6.jpg
13565,WINDFALL,Nora Roberts,YES,29,Romance,3.28,42,src\ImagesOthers\bookpic6.jpg
13566,WORTH THE RISK,Nora Roberts,YES,24,Romance,4.93,61,src\ImagesOthers\bookpic6.jpg
13567,FANTASY IN DEATH,Nora Roberts,YES,18,Romance,3.65,16,src\ImagesOthers\bookpic6.jpg
13568,HOT ROCKS,Nora Roberts,YES,19,Romance,4.81,28,src\ImagesOthers\bookpic6.jpg
13569,BIG JACK,Nora Roberts,YES,27,Romance,4.79,32,src\ImagesOthers\bookpic6.jpg
13570,SAVOR THE MOMENT,Nora Roberts,YES,10,Romance,4.74,83,src\ImagesOthers\bookpic6.jpg
13571,THE SEARCH,Nora Roberts,YES,14,Romance,4.53,19,src\ImagesOthers\bookpic6.jpg
13572,INDULGENCE IN DEATH,Nora Roberts,YES,20,Romance,3.7,58,src\ImagesOthers\bookpic6.jpg
13573,POSSESSION IN DEATH,Nora Roberts,YES,11,Romance,3.42,25,src\ImagesOthers\bookpic6.jpg
13574,HAPPY EVER AFTER,Nora Roberts,YES,15,Romance,4.21,11,src\ImagesOthers\bookpic6.jpg
13575,SECRETS AND SUNSETS,Nora Roberts,YES,17,Romance,4.67,48,src\ImagesOthers\bookpic6.jpg
13576,TREACHERY IN DEATH,Nora Roberts,YES,23,Romance,4.51,15,src\ImagesOthers\bookpic6.jpg
13577,CHASING FIRE,Nora Roberts,YES,0,Romance,3.1,100,src\ImagesOthers\bookpic6.jpg
13578,TIME OF DEATH,Nora Roberts,YES,0,Romance,3.88,69,src\ImagesOthers\bookpic6.jpg
13579,NEW YORK TO DALLAS,Nora Roberts,YES,6,Romance,3.32,33,src\ImagesOthers\bookpic6.jpg
13580,CHAOS IN DEATH,Nora Roberts,YES,13,Romance,3.42,93,src\ImagesOthers\bookpic6.jpg
13581,THE NEXT ALWAYS,Nora Roberts,YES,5,Romance,3.46,1,src\ImagesOthers\bookpic6.jpg
13582,CHESAPEAKE BAY SAGA,Nora Roberts,YES,3,Romance,4.88,92,src\ImagesOthers\bookpic6.jpg
13583,DREAM TRILOGY,Nora Roberts,YES,6,Romance,3.82,32,src\ImagesOthers\bookpic6.jpg
13584,KEY TRILOGY,Nora Roberts,YES,30,Romance,3.95,38,src\ImagesOthers\bookpic6.jpg
13585,THE NOVELS OF NORA ROBERTS VOLUME 1,Nora Roberts,YES,7,Romance,4.55,64,src\ImagesOthers\bookpic6.jpg
13586,THE NOVELS OF NORA ROBERTS VOLUME 2,Nora Roberts,YES,0,Romance,4.48,31,src\ImagesOthers\bookpic6.jpg
13587,THE NOVELS OF NORA ROBERTS VOLUME 3,Nora Roberts,YES,14,Romance,3.07,6,src\ImagesOthers\bookpic6.jpg
13588,CELEBRITY IN DEATH,Nora Roberts,YES,22,Romance,4.19,100,src\ImagesOthers\bookpic6.jpg
13589,THE WITNESS,Nora Roberts,YES,1,Romance,4.24,13,src\ImagesOthers\bookpic6.jpg
13590,THE LAST BOYFRIEND,Nora Roberts,YES,17,Romance,4.18,0,src\ImagesOthers\bookpic6.jpg
13591,DELUSION IN DEATH,Nora Roberts,YES,2,Romance,4.89,79,src\ImagesOthers\bookpic6.jpg
13592,THE PERFECT HOPE,Nora Roberts,YES,16,Romance,3.88,57,src\ImagesOthers\bookpic6.jpg
13593,CALCULATED IN DEATH,Nora Roberts,YES,4,Romance,3.81,31,src\ImagesOthers\bookpic6.jpg
13594,WHISKEY BEACH,Nora Roberts,YES,28,Romance,4.24,60,src\ImagesOthers\bookpic6.jpg
13595,THANKLESS IN DEATH,Nora Roberts,YES,17,Romance,4.74,86,src\ImagesOthers\bookpic6.jpg
13596,TAKEN IN DEATH,Nora Roberts,YES,5,Romance,3.29,56,src\ImagesOthers\bookpic6.jpg
13597,DARK WITCH,Nora Roberts,YES,26,Romance,3.13,40,src\ImagesOthers\bookpic6.jpg
13598,IRISH LEGACY TRILOGY COLLECTION E-BOOK,Nora Roberts,YES,9,Romance,3.32,8,src\ImagesOthers\bookpic6.jpg
13599,CONCEALED IN DEATH,Nora Roberts,YES,11,Romance,3.57,74,src\ImagesOthers\bookpic6.jpg
13600,SHADOW SPELL,Nora Roberts,YES,11,Romance,4.07,92,src\ImagesOthers\bookpic6.jpg
13601,THE COLLECTOR,Nora Roberts,YES,27,Romance,3.27,0,src\ImagesOthers\bookpic6.jpg
13602,BLOOD MAGICK,Nora Roberts,YES,7,Romance,4.49,94,src\ImagesOthers\bookpic6.jpg
13603,FESTIVE IN DEATH,Nora Roberts,YES,15,Romance,3.19,91,src\ImagesOthers\bookpic6.jpg
13604,OBSESSION IN DEATH,Nora Roberts,YES,1,Romance,3.56,43,src\ImagesOthers\bookpic6.jpg
13605,THE LIAR,Nora Roberts,YES,21,Romance,4.25,65,src\ImagesOthers\bookpic6.jpg
13606,DEVOTED IN DEATH,Nora Roberts,YES,2,Romance,3.19,47,src\ImagesOthers\bookpic6.jpg
13607,STARS OF FORTUNE,Nora Roberts,YES,2,Romance,4.4,34,src\ImagesOthers\bookpic6.jpg
13608,BROTHERHOOD IN DEATH,Nora Roberts,YES,20,Romance,3.76,53,src\ImagesOthers\bookpic6.jpg
13609,THE OBSESSION,Nora Roberts,YES,27,Romance,3.18,1,src\ImagesOthers\bookpic6.jpg
13610,BAY OF SIGHS,Nora Roberts,YES,2,Romance,3.52,46,src\ImagesOthers\bookpic6.jpg
13611,APPRENTICE IN DEATH,Nora Roberts,YES,14,Romance,3.07,28,src\ImagesOthers\bookpic6.jpg
13612,ISLAND OF GLASS,Nora Roberts,YES,7,Romance,3.14,15,src\ImagesOthers\bookpic6.jpg
13613,ECHOES IN DEATH,Nora Roberts,YES,17,Romance,3.34,82,src\ImagesOthers\bookpic6.jpg
13614,COME SUNDOWN,Nora Roberts,YES,2,Romance,3.35,97,src\ImagesOthers\bookpic6.jpg
13615,SECRETS IN DEATH,Nora Roberts,YES,19,Romance,3.32,33,src\ImagesOthers\bookpic6.jpg
13616,YEAR ONE,Nora Roberts,YES,24,Romance,3.27,53,src\ImagesOthers\bookpic6.jpg
13617,DARK IN DEATH,Nora Roberts,YES,15,Romance,3.53,5,src\ImagesOthers\bookpic6.jpg
13618,SHELTER IN PLACE,Nora Roberts,YES,27,Romance,3.27,83,src\ImagesOthers\bookpic6.jpg
13619,LEVERAGE IN DEATH,Nora Roberts,YES,21,Romance,3.7,33,src\ImagesOthers\bookpic6.jpg
13620,OF BLOOD & BONE,Nora Roberts,YES,0,Romance,3.78,88,src\ImagesOthers\bookpic6.jpg
13621,CONNECTIONS IN DEATH,Nora Roberts,YES,2,Romance,3.52,62,src\ImagesOthers\bookpic6.jpg
13622,UNDER CURRENTS,Nora Roberts,YES,27,Romance,4.23,53,src\ImagesOthers\bookpic6.jpg
13623,VENDETTA IN DEATH,Nora Roberts,YES,8,Romance,4.78,1,src\ImagesOthers\bookpic6.jpg
13624,THE RISE OF MAGICKS,Nora Roberts,YES,30,Romance,4.85,46,src\ImagesOthers\bookpic6.jpg
13625,GOLDEN IN DEATH,Nora Roberts,YES,3,Romance,4.33,87,src\ImagesOthers\bookpic6.jpg
13626,HIDEAWAY,Nora Roberts,YES,11,Romance,4,97,src\ImagesOthers\bookpic6.jpg
13627,SHADOWS IN DEATH,Nora Roberts,YES,18,Romance,4.87,98,src\ImagesOthers\bookpic6.jpg
13628,THE AWAKENING,Nora Roberts,YES,1,Romance,3.3,43,src\ImagesOthers\bookpic6.jpg
13629,FAITHLESS IN DEATH,Nora Roberts,YES,16,Romance,4.4,86,src\ImagesOthers\bookpic6.jpg
13630,LEGACY,Nora Roberts,YES,30,Romance,3.18,36,src\ImagesOthers\bookpic6.jpg
13631,FORGOTTEN IN DEATH,Nora Roberts,YES,19,Romance,3.9,69,src\ImagesOthers\bookpic6.jpg
13632,THE BECOMING,Nora Roberts,YES,7,Romance,4.93,8,src\ImagesOthers\bookpic6.jpg
13633,ABANDONED IN DEATH,Nora Roberts,YES,19,Romance,4.63,66,src\ImagesOthers\bookpic6.jpg
13634,NIGHTWORK,Nora Roberts,YES,1,Romance,4.49,91,src\ImagesOthers\bookpic6.jpg
13635,DESPERATION IN DEATH,Nora Roberts,YES,18,Romance,3.18,57,src\ImagesOthers\bookpic6.jpg
13636,THE CHOICE,Nora Roberts,YES,7,Romance,4.14,47,src\ImagesOthers\bookpic6.jpg
13637,ENCORE IN DEATH,Nora Roberts,YES,23,Romance,3.47,2,src\ImagesOthers\bookpic6.jpg
13638,IDENTITY,Nora Roberts,YES,19,Romance,3.39,69,src\ImagesOthers\bookpic6.jpg
13639,FAST FRIENDS,Jill Mansell,YES,4,Romance,3.13,24,src\ImagesOthers\bookpic6.jpg
13640,SOLO,Jill Mansell,YES,17,Romance,4.7,17,src\ImagesOthers\bookpic6.jpg
13641,KISS,Jill Mansell,YES,6,Romance,3.05,55,src\ImagesOthers\bookpic6.jpg
13642,SHEER MISCHIEF,Jill Mansell,YES,10,Romance,3.67,24,src\ImagesOthers\bookpic6.jpg
13643,OPEN HOUSE,Jill Mansell,YES,24,Romance,3.86,19,src\ImagesOthers\bookpic6.jpg
13644,TWO'S COMPANY,Jill Mansell,YES,7,Romance,4.41,92,src\ImagesOthers\bookpic6.jpg
13645,PERFECT TIMING,Jill Mansell,YES,26,Romance,4.69,88,src\ImagesOthers\bookpic6.jpg
13646,HEAD OVER HEELS,Jill Mansell,YES,20,Romance,3.38,86,src\ImagesOthers\bookpic6.jpg
13647,MIXED DOUBLES,Jill Mansell,YES,4,Romance,4.55,32,src\ImagesOthers\bookpic6.jpg
13648,MIRANDA'S BIG MISTAKE,Jill Mansell,YES,6,Romance,3.81,21,src\ImagesOthers\bookpic6.jpg
13649,GOOD AT GAMES,Jill Mansell,YES,19,Romance,3.17,87,src\ImagesOthers\bookpic6.jpg
13650,MILLIE'S FLING,Jill Mansell,YES,10,Romance,4.95,38,src\ImagesOthers\bookpic6.jpg
13651,NADIA KNOWS BEST,Jill Mansell,YES,8,Romance,3.73,19,src\ImagesOthers\bookpic6.jpg
13652,STAYING AT DAISY'S,Jill Mansell,YES,9,Romance,3.53,54,src\ImagesOthers\bookpic6.jpg
13653,FALLING FOR YOU,Jill Mansell,YES,24,Romance,4.43,53,src\ImagesOthers\bookpic6.jpg
13654,THE ONE YOU REALLY WANT,Jill Mansell,YES,6,Romance,4.43,88,src\ImagesOthers\bookpic6.jpg
13655,MAKING YOUR MIND UP,Jill Mansell,YES,24,Romance,3.75,62,src\ImagesOthers\bookpic6.jpg
13656,THINKING OF YOU,Jill Mansell,YES,10,Romance,3.65,21,src\ImagesOthers\bookpic6.jpg
13657,AN OFFER YOU CAN'T REFUSE,Jill Mansell,YES,14,Romance,3.51,88,src\ImagesOthers\bookpic6.jpg
13658,RUMOUR HAS IT,Jill Mansell,YES,11,Romance,3.71,47,src\ImagesOthers\bookpic6.jpg
13659,TAKE A CHANCE ON ME,Jill Mansell,YES,13,Romance,4.99,55,src\ImagesOthers\bookpic6.jpg
13660,TO THE MOON AND BACK,Jill Mansell,YES,6,Romance,4.42,73,src\ImagesOthers\bookpic6.jpg
13661,A WALK IN THE PARK,Jill Mansell,YES,22,Romance,3.04,90,src\ImagesOthers\bookpic6.jpg
13662,DON'T WANT TO MISS A THING,Jill Mansell,YES,4,Romance,4.38,27,src\ImagesOthers\bookpic6.jpg
13663,THE UNPREDICTABLE CONSEQUENCES OF LOVE,Jill Mansell,YES,0,Romance,3.41,43,src\ImagesOthers\bookpic6.jpg
13664,THREE AMAZING THINGS ABOUT YOU,Jill Mansell,YES,6,Romance,4.16,53,src\ImagesOthers\bookpic6.jpg
13665,YOU AND ME ALWAYS,Jill Mansell,YES,16,Romance,3.15,14,src\ImagesOthers\bookpic6.jpg
13666,MEET ME AT BEACHCOMBER BAY,Jill Mansell,YES,15,Romance,4.44,43,src\ImagesOthers\bookpic6.jpg
13667,THIS COULD CHANGE EVERYTHING,Jill Mansell,YES,15,Romance,4.26,11,src\ImagesOthers\bookpic6.jpg
13668,MAYBE THIS TIME,Jill Mansell,YES,12,Romance,3.3,23,src\ImagesOthers\bookpic6.jpg
13669,IT STARTED WITH A SECRET,Jill Mansell,YES,4,Romance,3.36,35,src\ImagesOthers\bookpic6.jpg
13670,AND NOW YOU'RE BACK,Jill Mansell,YES,12,Romance,3.68,35,src\ImagesOthers\bookpic6.jpg
13671,SHOULD I TELL YOU?,Jill Mansell,YES,30,Romance,3.36,31,src\ImagesOthers\bookpic6.jpg
13672,PROMISE ME,Jill Mansell,YES,7,Romance,3.78,50,src\ImagesOthers\bookpic6.jpg
13673,ON A BEAUTIFUL DAY,Lucy Diamond,YES,3,Romance,3.63,8,src\ImagesOthers\bookpic6.jpg
13674,THE PROMISE,Lucy Diamond,YES,14,Romance,3.51,41,src\ImagesOthers\bookpic6.jpg
13675,AN ALMOST PERFECT HOLIDAY,Lucy Diamond,YES,4,Romance,3.57,69,src\ImagesOthers\bookpic6.jpg
13676,ANY WAY YOU WANT ME,Lucy Diamond,YES,18,Romance,3.77,90,src\ImagesOthers\bookpic6.jpg
13677,OVER YOU,Lucy Diamond,YES,15,Romance,3.78,69,src\ImagesOthers\bookpic6.jpg
13678,HENS REUNITED,Lucy Diamond,YES,11,Romance,4.51,53,src\ImagesOthers\bookpic6.jpg
13679,SWEET TEMPTATION,Lucy Diamond,YES,28,Romance,4.02,10,src\ImagesOthers\bookpic6.jpg
13680,THE BEACH CAFÉ,Lucy Diamond,YES,22,Romance,3.64,54,src\ImagesOthers\bookpic6.jpg
13681,SUMMER WITH MY SISTER,Lucy Diamond,YES,24,Romance,4.19,2,src\ImagesOthers\bookpic6.jpg
13682,ME AND MR JONES,Lucy Diamond,YES,4,Romance,3.15,89,src\ImagesOthers\bookpic6.jpg
13683,ONE NIGHT IN ITALY,Lucy Diamond,YES,22,Romance,3.02,82,src\ImagesOthers\bookpic6.jpg
13684,CHRISTMAS AT THE BEACH CAFÉ,Lucy Diamond,YES,12,Romance,3.91,46,src\ImagesOthers\bookpic6.jpg
13685,CHRISTMAS GIFTS AT THE BEACH CAFÉ,Lucy Diamond,YES,23,Romance,3.86,60,src\ImagesOthers\bookpic6.jpg
13686,THE YEAR OF TAKING CHANCES,Lucy Diamond,YES,29,Romance,3.73,14,src\ImagesOthers\bookpic6.jpg
13687,SUMMER AT SHELL COTTAGE,Lucy Diamond,YES,13,Romance,3.76,33,src\ImagesOthers\bookpic6.jpg
13688,A BABY AT THE BEACH CAFÉ,Lucy Diamond,YES,29,Romance,3.42,90,src\ImagesOthers\bookpic6.jpg
13689,THE HOUSE OF NEW BEGINNINGS,Lucy Diamond,YES,12,Romance,3.54,0,src\ImagesOthers\bookpic6.jpg
13690,SOMETHING TO TELL YOU,Lucy Diamond,YES,2,Romance,3.89,46,src\ImagesOthers\bookpic6.jpg
13691,ANYTHING CAN HAPPEN,Lucy Diamond,YES,0,Romance,4.08,31,src\ImagesOthers\bookpic6.jpg
13692,LIVING DANGEROUSLY,Katie Fforde,YES,8,Romance,4.54,83,src\ImagesOthers\bookpic6.jpg
13693,THE ROSE REVIVED,Katie Fforde,YES,16,Romance,3.02,94,src\ImagesOthers\bookpic6.jpg
13694,WILD DESIGNS,Katie Fforde,YES,28,Romance,3.19,24,src\ImagesOthers\bookpic6.jpg
13695,STATELY PURSUITS,Katie Fforde,YES,7,Romance,4.36,71,src\ImagesOthers\bookpic6.jpg
13696,LIFE SKILLS AKA SECOND THYME AROUND,Katie Fforde,YES,24,Romance,3.99,65,src\ImagesOthers\bookpic6.jpg
13697,ARTISTIC LICENCE,Katie Fforde,YES,4,Romance,3.28,34,src\ImagesOthers\bookpic6.jpg
13698,HIGHLAND FLING,Katie Fforde,YES,1,Romance,3.41,75,src\ImagesOthers\bookpic6.jpg
13699,PARADISE FIELDS,Katie Fforde,YES,14,Romance,3.95,12,src\ImagesOthers\bookpic6.jpg
13700,RESTORING GRACE,Katie Fforde,YES,10,Romance,4.79,63,src\ImagesOthers\bookpic6.jpg
13701,FLORA'S LOT AKA BIDDING FOR LOVE,Katie Fforde,YES,29,Romance,3.04,68,src\ImagesOthers\bookpic6.jpg
13702,PRACTICALLY PERFECT,Katie Fforde,YES,25,Romance,4.66,98,src\ImagesOthers\bookpic6.jpg
13703,GOING DUTCH,Katie Fforde,YES,26,Romance,3.19,83,src\ImagesOthers\bookpic6.jpg
13704,WEDDING SEASON,Katie Fforde,YES,21,Romance,3.95,67,src\ImagesOthers\bookpic6.jpg
13705,LOVE LETTERS,Katie Fforde,YES,3,Romance,3.22,68,src\ImagesOthers\bookpic6.jpg
13706,A PERFECT PROPOSAL,Katie Fforde,YES,5,Romance,3.99,50,src\ImagesOthers\bookpic6.jpg
13707,SUMMER OF LOVE,Katie Fforde,YES,18,Romance,3.85,0,src\ImagesOthers\bookpic6.jpg
13708,THE UNDERCOVER COOK,Katie Fforde,YES,14,Romance,3.95,32,src\ImagesOthers\bookpic6.jpg
13709,RECIPE FOR LOVE,Katie Fforde,YES,23,Romance,3.05,80,src\ImagesOthers\bookpic6.jpg
13710,BEST OF ROMANCE,Katie Fforde,YES,29,Romance,4.3,28,src\ImagesOthers\bookpic6.jpg
13711,STAYING AWAY AT CHRISTMAS,Katie Fforde,YES,11,Romance,4.84,40,src\ImagesOthers\bookpic6.jpg
13712,A FRENCH AFFAIR,Katie Fforde,YES,12,Romance,4.83,61,src\ImagesOthers\bookpic6.jpg
13713,THE PERFECT MATCH,Katie Fforde,YES,23,Romance,4.84,92,src\ImagesOthers\bookpic6.jpg
13714,A VINTAGE WEDDING,Katie Fforde,YES,11,Romance,4.95,67,src\ImagesOthers\bookpic6.jpg
13715,CHRISTMAS LIKE IN A PICTURE BOOK,Katie Fforde,YES,29,Romance,3.71,83,src\ImagesOthers\bookpic6.jpg
13716,A SUMMER AT SEA,Katie Fforde,YES,24,Romance,4.88,57,src\ImagesOthers\bookpic6.jpg
13717,CANDLELIGHT AT CHRISTMAS,Katie Fforde,YES,8,Romance,4.78,50,src\ImagesOthers\bookpic6.jpg
13718,WINTER COLLECTION,Katie Fforde,YES,25,Romance,4.67,10,src\ImagesOthers\bookpic6.jpg
13719,MEETING FOR CHRISTMAS,Katie Fforde,YES,4,Romance,3.35,33,src\ImagesOthers\bookpic6.jpg
13720,CHRISTMAS IN THE DISTANCE,Katie Fforde,YES,0,Romance,4.17,29,src\ImagesOthers\bookpic6.jpg
13721,CHRISTMAS BY THE FIRE,Katie Fforde,YES,28,Romance,4.82,31,src\ImagesOthers\bookpic6.jpg
13722,A SECRET GARDEN,Katie Fforde,YES,20,Romance,4.46,38,src\ImagesOthers\bookpic6.jpg
13723,A SUMMER BY THE SEA: CAN YOU BE A GIRLFRIEND ON VACATION?,Katie Fforde,YES,29,Romance,4.36,90,src\ImagesOthers\bookpic6.jpg
13724,A COUNTRY ESCAPE,Katie Fforde,YES,6,Romance,4.92,30,src\ImagesOthers\bookpic6.jpg
13725,A SUMMER BY THE SEA,Katie Fforde,YES,9,Romance,3.49,67,src\ImagesOthers\bookpic6.jpg
13726,A GARDEN FULL OF FLOWERS,Katie Fforde,YES,9,Romance,3.96,9,src\ImagesOthers\bookpic6.jpg
13727,A ROSE PETAL SUMMER,Katie Fforde,YES,27,Romance,4.6,28,src\ImagesOthers\bookpic6.jpg
13728,THE COTTAGE,Katie Fforde,YES,28,Romance,3.64,35,src\ImagesOthers\bookpic6.jpg
13729,COUNTRY HOUSE WITH VIEWS,Katie Fforde,YES,15,Romance,4.66,7,src\ImagesOthers\bookpic6.jpg
13730,A LOVE IN THE HIGHLANDS,Katie Fforde,YES,8,Romance,4.52,36,src\ImagesOthers\bookpic6.jpg
13731,CHRISTMAS MAGIC IN THE CABIN,Katie Fforde,YES,30,Romance,3.28,85,src\ImagesOthers\bookpic6.jpg
13732,A SPRINGTIME AFFAIR,Katie Fforde,YES,20,Romance,3.37,73,src\ImagesOthers\bookpic6.jpg
13733,A WEDDING IN THE COUNTRY,Katie Fforde,YES,12,Romance,3.87,25,src\ImagesOthers\bookpic6.jpg
13734,A WEDDING IN PROVENCE,Katie Fforde,YES,24,Romance,3.87,98,src\ImagesOthers\bookpic6.jpg
13735,MOVING DAY,Meg Cabot,YES,5,Young Adult Fiction,3.16,0,src\ImagesOthers\bookpic6.jpg
13736,THE NEW GIRL,Meg Cabot,YES,7,Young Adult Fiction,4.68,35,src\ImagesOthers\bookpic6.jpg
13737,BEST FRIENDS AND DRAMA QUEENS,Meg Cabot,YES,30,Young Adult Fiction,3.17,36,src\ImagesOthers\bookpic6.jpg
13738,STAGE FRIGHT,Meg Cabot,YES,1,Young Adult Fiction,4.72,55,src\ImagesOthers\bookpic6.jpg
13739,GLITTER GIRLS AND THE GREAT FAKE OUT,Meg Cabot,YES,11,Young Adult Fiction,4.28,27,src\ImagesOthers\bookpic6.jpg
13740,BLAST FROM THE PAST,Meg Cabot,YES,5,Young Adult Fiction,4.63,40,src\ImagesOthers\bookpic6.jpg
13741,FROM THE NOTEBOOKS OF A MIDDLE SCHOOL PRINCESS,Meg Cabot,YES,4,Young Adult Fiction,3.98,0,src\ImagesOthers\bookpic6.jpg
13742,ROYAL WEDDING DISASTER,Meg Cabot,YES,10,Young Adult Fiction,3.86,48,src\ImagesOthers\bookpic6.jpg
13743,ROYAL DAY OUT,Meg Cabot,YES,0,Young Adult Fiction,4.05,90,src\ImagesOthers\bookpic6.jpg
13744,ROYAL CRUSH,Meg Cabot,YES,2,Young Adult Fiction,4.36,48,src\ImagesOthers\bookpic6.jpg
13745,ROYAL CROWN,Meg Cabot,YES,26,Young Adult Fiction,3.93,2,src\ImagesOthers\bookpic6.jpg
13746,THE PRINCESS DIARIES,Meg Cabot,YES,23,Young Adult Fiction,4.57,87,src\ImagesOthers\bookpic6.jpg
13747,PRINCESS IN THE SPOTLIGHT,Meg Cabot,YES,2,Young Adult Fiction,3.32,25,src\ImagesOthers\bookpic6.jpg
13748,PRINCESS IN LOVE,Meg Cabot,YES,9,Young Adult Fiction,3.8,99,src\ImagesOthers\bookpic6.jpg
13749,PRINCESS IN WAITING,Meg Cabot,YES,24,Young Adult Fiction,3.42,1,src\ImagesOthers\bookpic6.jpg
13750,PROJECT PRINCESS,Meg Cabot,YES,18,Young Adult Fiction,3.98,78,src\ImagesOthers\bookpic6.jpg
13751,PRINCESS IN PINK,Meg Cabot,YES,28,Young Adult Fiction,4.05,66,src\ImagesOthers\bookpic6.jpg
13752,PRINCESS IN TRAINING,Meg Cabot,YES,8,Young Adult Fiction,4.79,51,src\ImagesOthers\bookpic6.jpg
13753,THE PRINCESS PRESENT,Meg Cabot,YES,20,Young Adult Fiction,3.78,57,src\ImagesOthers\bookpic6.jpg
13754,PARTY PRINCESS,Meg Cabot,YES,29,Young Adult Fiction,3.54,63,src\ImagesOthers\bookpic6.jpg
13755,SWEET SIXTEEN PRINCESS,Meg Cabot,YES,6,Young Adult Fiction,3.28,78,src\ImagesOthers\bookpic6.jpg
13756,VALENTINE PRINCESS,Meg Cabot,YES,1,Young Adult Fiction,4.69,42,src\ImagesOthers\bookpic6.jpg
13757,PRINCESS ON THE BRINK,Meg Cabot,YES,20,Young Adult Fiction,4.21,5,src\ImagesOthers\bookpic6.jpg
13758,PRINCESS MIA,Meg Cabot,YES,12,Young Adult Fiction,4.17,78,src\ImagesOthers\bookpic6.jpg
13759,FOREVER PRINCESS,Meg Cabot,YES,20,Young Adult Fiction,4.38,94,src\ImagesOthers\bookpic6.jpg
13760,ROYAL WEDDING,Meg Cabot,YES,28,Young Adult Fiction,4.81,13,src\ImagesOthers\bookpic6.jpg
13761,THE QUARANTINE PRINCESS,Meg Cabot,YES,26,Young Adult Fiction,3.37,20,src\ImagesOthers\bookpic6.jpg
13762,SHADOWLAND,Meg Cabot,YES,30,Young Adult Fiction,4.2,20,src\ImagesOthers\bookpic6.jpg
13763,NINTH KEY,Meg Cabot,YES,18,Young Adult Fiction,4.24,63,src\ImagesOthers\bookpic6.jpg
13764,REUNION,Meg Cabot,YES,8,Young Adult Fiction,4.4,64,src\ImagesOthers\bookpic6.jpg
13765,DARKEST HOUR,Meg Cabot,YES,22,Young Adult Fiction,3.32,100,src\ImagesOthers\bookpic6.jpg
13766,HAUNTED,Meg Cabot,YES,14,Young Adult Fiction,4.39,95,src\ImagesOthers\bookpic6.jpg
13767,TWILIGHT,Meg Cabot,YES,17,Young Adult Fiction,4.65,36,src\ImagesOthers\bookpic6.jpg
13768,PROPOSAL,Meg Cabot,YES,30,Young Adult Fiction,4.93,85,src\ImagesOthers\bookpic6.jpg
13769,REMEMBRANCE,Meg Cabot,YES,25,Young Adult Fiction,4.72,91,src\ImagesOthers\bookpic6.jpg
13770,WHEN LIGHTNING STRIKES,Meg Cabot,YES,30,Young Adult Fiction,3.39,32,src\ImagesOthers\bookpic6.jpg
13771,CODE NAME CASSANDRA,Meg Cabot,YES,20,Young Adult Fiction,4,66,src\ImagesOthers\bookpic6.jpg
